address,details,fone,link,name
"Rua Bruno Filgueira, 2434",Imobiliária,(41) 3039-5262,https://alos.net.br/contato/,Alos Empreendimentos Alos Empreendimentos
"R. Dr. Manoel Pedro, 365 - Sala 401",Imobiliária,(41) 3079-3030,http://www.casarede.com.br/,Casa Rede Imóveis
"R. Padre Anchieta, 2540 - sala 917",Imobiliária,(41) 99116-3395,http://maxcuritibaimoveis.com.br/,Max Curitiba Imóveis
"Rua 24 de Maio, 379",Imobiliária,(41) 3022-5569,,JI Assesoria Imobiliaria
"Alameda Júlia da Costa, 3380",Imobiliária,(41) 3363-3133,http://www.imobiliariafutura.com.br/,IMOBILIÁRIA FUTURA
"R. Tapajós, 663",Imobiliária,(41) 3077-7107,http://www.idealleimoveis.com.br/,Idealle Imóveis
"Av. Manoel Ribas, 279",Imobiliária,(41) 3149-9090,/aclk?sa=l&ai=DChcSEwjcitjm--3pAhWUhpEKHa_8APIYABAAGgJjZQ&sig=AOD64_2lnxXugbdExaDVXWsx_GiwgIfXeQ&adurl&q&ctype=99,Imobiliária Sergio Luiz
"R. Tibagi, 431",Imobiliária,(41) 98497-9365,https://imoveisjpe.com.br/,JPE Imóveis
"Rua Izaac Ferreira da Cruz, 4913",Imobiliária,(41) 3378-5000,,Mc Imobiliária
"Av. Mal. Floriano Peixoto, 5899",Imobiliária,(41) 3203-4540,http://impactaimob.com.br/,Impacta Imóveis
"Rua XV de Novembro, 297",Imobiliária,(41) 3013-6196,,Imóveis Bassoli
"Rua XV de Novembro, 120",Imobiliária,(42) 99103-0605,http://www.facilimoveispg.com.br/fale-conosco,Fácil Imóveis
"R. Mal. Deodoro, 2044",Imobiliária,(41) 3029-3443,http://www.imobiliariamota.com.br/,Imobiliária Mota
"R. Prof. João Doetzer, 837",Imobiliária,(41) 3365-1060,,Terra Verde Imóveis - Imobiliaria Curitiba
"Rua Dr. Euzébio de Oliveira, 142",Imobiliária,(41) 3376-0874,http://imoveismba.com.br/,MBA Imóveis
"Rua Lodovico Geronazzo, 1209",Imobiliária,(41) 3015-7876,http://homeprimeimob.com.br/,Home Prime
"Rua São Vicente Pallotti, 237",Imobiliária,(41) 3275-7056,https://www.jbaimoveis.com.br/,Jba Imóveis
"R. Elísio Gabardo, 80 - sala 5",Imobiliária,(41) 3275-2375,http://www.panassoloimoveis.com.br/,Panassolo Imóveis
"Av. Manoel Ribas, 279",Imobiliária,(41) 3149-9090,/aclk?sa=l&ai=DChcSEwiE743e--3pAhUNgJEKHeVgC0YYABAAGgJjZQ&sig=AOD64_3g_2RLAAqsJe3hf7BtIXr02ejF5w&adurl&q&ctype=99,Imobiliária Sergio Luiz
"Rua Coronel Luiz José dos Santos, 2772",Imobiliária,(41) 3083-2800,http://www.atosimoveis.com.br/,Atos Imóveis
"R. Conselheiro Dantas, 602",Imobiliária,(41) 3340-3200,http://www.habitec.com.br/,Habitec Imóveis
"Rua dr Eurico Cézar de Almeida, 146 Sb 3",Imobiliária,(41) 99589-9200,http://grandecuritibaimoveis.com.br/,GRANDE CURITIBA IMOVEIS
"EDIFICIO COMERCIAL COMENDADOR - R. Comendador Araújo, Nº.86 - 6º Andar Cjto.63",Imobiliária,(41) 3023-7576,http://www.eximoimoveis.com.br/,Eximo Expansão Imobiliária
"Av. Rep. Argentina, 1654",Imobiliária,(41) 3204-3333,http://www.aguaverdeimoveis.com.br/,Imobiliaria Água Verde
"R. Prof. Ulisses Vieira, 610",Imobiliária,(41) 3015-7770,http://apartamentocuritiba.com.br/cristian_regis,Imobiliária Curitiba
Curitiba,Imobiliária,(41) 3267-1956,https://www.eudesimoveis.com.br/,Eudes Imóveis
"R. Bpo. Dom José, 2205",Imobiliária,4004-9000,http://www.mrv.com.br/,MRV Engenharia
"Rua Anne Frank, 2132",Imobiliária,(41) 3122-0404,/aclk?sa=l&ai=DChcSEwjo77bS--3pAhXJB5EKHewjCtcYABABGgJjZQ&sig=AOD64_2MeTeko7DNHtqZzb-tqCV1FIaAVQ&adurl&q&ctype=99,Innova Imobiliária
"Sobreloja, Av. Winston Churchill, 2220 - 1º Andar",Imobiliária,(41) 3346-1200,http://www.imobiliarialombardi.com.br/,Imobiliária Lombardi Ltda
"Av. Rep. Argentina, 2326",Imobiliária,(41) 3345-9192,http://www.republicaimoveis.com.br/,Imobiliária República Imóveis Ltda
"R. Guaianazes, 571",Imobiliária,(41) 3244-3029,https://www.vaticanoimoveis.com.br/,Vaticano Imóveis
"R. Nicarágua, 679",Imobiliária,(41) 3356-4443,https://www.apolar.com.br/,Apolar Imóveis Bacacheri
"Rua Anne Frank, 2132",Imobiliária,(41) 3122-0404,http://www.innovaimobiliaria.com.br/,Innova Imobiliária
"Rua Izaac Ferreira da Cruz, 4115",Imobiliária de aluguel de residências,(41) 3378-4141,,Imobiliaria Sitio Cercado
"Av. Winston Churchill, 2370 - 1401",Imobiliária,(41) 3209-8247,http://www.goldimoveiscuritiba.com.br/,Gold Imóveis Curitiba
"Av. Winston Churchill, 149",Imobiliária,(41) 3022-7787,http://www.rhincaimoveis.com.br/,R. Hinça Imóveis
"Rua Desembargador Antonio de Paula, 2003",Imobiliária,(41) 3344-1058,http://ananiasimoveis.com.br/,Ananias Imóveis
"R. Mal. Deodoro, 148",Imobiliária,(41) 3223-1144,,Volpi Comercial e Imobiliaria
"R. Paraná, 092",Imobiliária,4004-9000,http://www.mrv.com.br/,MRV Engenharia
"R. Jacarezinho, 1263 - Loja 2",Imobiliária,(41) 3077-6238,http://www.jornalimoveiscuritiba.com.br/,Jornal Imóveis Curitiba - Classificados
"R. Conselheiro Laurindo, 441",Imobiliária,(41) 3320-5858,https://www.apolar.com.br/,Apolar Imóveis Centro
"R. Henrique Martins Tôrres, 1445",Imobiliária,(41) 3010-0317,http://www.aimob.com.br/,Aimob Consultoria & Empreendimentos Imobiliários
"R. Padre Anchieta, 2348",Imobiliária,(41) 3336-0050,http://www.mapimobiliaria.com.br/,Map Imobiliária
"Rua Marechal José Bernardino Bormann, 820",Imobiliária,(41) 3077-8899,http://www.rebrokers.com.br/,Rebrokers Imóveis
Curitiba,Imobiliária,(41) 3043-0567,http://lautas.com/,Lautas Imóveis - venda e aluguel
"R. Barão do Rio Branco, 63 - Conjunto 1310",Imobiliária,(41) 2170-7045,http://www.admdombosco.com.br/,Administradora e Imobiliária Dom Bosco
"R. Emanuel Kant, 60",Imobiliária,(41) 99771-2335,https://www.foxcuritiba.com.br/,Imobiliária Fox Home
"R. Prof. Ulisses Vieira, 894",Imobiliária,(41) 3077-7707,http://www.baggioimoveis.com.br/,Baggio Imóveis Vila Izabel
"Av. Sete de Setembro, 4698 - SALAS 701 / 702",Imobiliária,(41) 99203-0057,http://www.yesmyhome.com.br/,YESMYHOME NEGOCIAÇÕES IMOBILIÁRIAS
"Av. Manoel Ribas, 750",Imobiliária,(41) 3014-3031,https://www.apolar.com.br/,Apolar Imóveis Mercês
"Rua Jorge Brey, 242",Imobiliária,(41) 3117-7747,http://www.icasanew.com.br/,iCasa New Imobiliária
"R. Dr. Faivre, 768",Imobiliária,(41) 3016-1188,http://www.absolutaimoveis.com.br/,Imobiliária Absoluta Ltda
"R. Napoleão Laureano, 701",Imobiliária,(41) 3154-6799,http://www.lopes.com.br/,NLOPES IMÓVEIS
"Av. Rep. Argentina, 5550",Imobiliária,(41) 3372-1000,http://www.precisaoimoveis.com.br/,Imobiliária Precisão
São José dos Pinhais,Imobiliária,(41) 3081-2300,http://www.sorelleimoveis.com.br/,Sorelle Imóveis
"R. Mal. Deodoro, 2354",Imobiliária,(41) 3323-9595,http://www.basi.com.br/,Basi Assessoria Imobiliária
"R. Alferes Poli, 1008",Imobiliária,(41) 3016-2829,http://www.sallvi.com.br/,Imobiliária Sallvi
"R. José Pereira de Araújo, nº 175",Imobiliária,(41) 98407-7371,http://www.edificioversailles.com.br/,ED. VERSAILLES
"Rua Emiliano Perneta, 725 - Cj 303",Imobiliária,(41) 3322-4414,http://www.mediatoimoveis.com.br/,Mediato Imóveis
"R. Sanito Rocha, 79",Imobiliária,(41) 98405-9473,http://www.imobiliariatimecuritiba.com.br/,Imobiliária Time - Seu Imóvel na Hora Certa!
"R. Francisco Rocha, 1105",Imobiliária,(41) 3323-3333,http://www.villageprime.com.br/,Village Imobiliária Prime
"Edifício Urban Office - Av. João Gualberto, 1342 - sala 911",Imobiliária,(41) 3532-0300,http://www.housecompany.com.br/,House Company Imóveis
"R. Des. Westphalen, 1000",Imobiliária,(41) 3232-8735,http://www.damascenoimoveis.com.br/,imobiliária Damasceno
"R. Brasílio Itiberê, 4041",Imobiliária,(41) 3111-0777,http://www.aguaverdeimoveis.com.br/,Imoveis Curitiba: Água Verde
"R. Jacarezinho, 716",Imobiliária,(41) 3264-3535,https://www.jbaimoveis.com.br/,Jba Imobiliaria
"Av. Ver. Toaldo Túlio, 486 - Loja 2",Imobiliária,(41) 3273-1212,http://www.kondorimoveis.com.br/,Kondor Imóveis
"R. Padre Anchieta, 2348 - 13º andar",Imobiliária,(41) 3068-5353,http://www.imoveisdeprimeira.com/,Imóveis de Primeira
"Av. N. Sra. da Luz, 35",Imobiliária,(41) 99656-6707,http://imobiliariaprix.com.br/,Imobiliária PRIX
"R. João Negrão, 731 - Lojas 4 e 5",Imobiliária,(41) 3323-3612,http://www.habits.com.br/,Imobiliária Habits
"Av. Cândido Hartmann, 1680 - LJ 03",Imobiliária,(41) 4102-3413,http://www.212imoveis.com.br/,212 Imóveis
"Rua Emiliano Perneta, 822 - sala 202",Imobiliária,(41) 3528-1571,http://www.a3maisimoveis.com.br/,Imobiliária em Curitiba - A3 MAIS IMÓVEIS
"R. Marcelino Champagnat, 602",Imobiliária,(41) 3240-2020,http://www.fmera.com.br/,Fernandez Mera
"R. Mal. Deodoro, 503",Imobiliária de aluguel de residências,(41) 3022-6925,http://www.imobiliariafenix.com.br/,Fênix Empreendimentos Imobiliários
"R. Ébano Pereira, 266",Imobiliária,(41) 3072-1818,http://www.cibraco.com.br/,Cibracco
"R. Conselheiro Laurindo, 526",Corretora de aluguel de imóveis,(41) 3028-5252,,Pesquisa Imóveis
Curitiba,Imobiliária de aluguel de residências,(41) 99677-1059,,WILFER BROKERS
"Av. Manoel Ribas, 5774",Imobiliária,(41) 3515-1589,/aclk?sa=l&ai=DChcSEwiE743e--3pAhUNgJEKHeVgC0YYABABGgJjZQ&sig=AOD64_31OH7bQGcboRKOtd451cTATWvFtg&adurl&q&ctype=99,Gonzaga Aluguel
"R. Eduardo Geronasso, 970",Corretora de aluguel de imóveis,(41) 3256-9092,http://www.imobiliarialiberdade.com.br/,Imobiliária Liberdade Ltda
"R. Mamoré, 75",Imobiliária,(41) 99812-8597,http://atmosferaimoveis.com/,Atmosfera Imóveis
"R. Ébano Pereira, 348",Imobiliária,(41) 3233-6025,http://www.imobiliariaparaiso.com.br/,Imobiliária Paraíso
"R. Prof. João Soares Barcelos, 161",Imobiliária,(41) 3205-4173,http://www.intermedity.com.br/fale-conosco,Intermedity - Venda e locação de imóveis em Curitiba - Intermedity
"R. Francisco Derosso, 2620",Imobiliária,(41) 3275-7056,http://www.cidadesul.com.br/,Cidade Sul Imóveis
"Rua Chichorro Júnior, 364",Imobiliária,(41) 3153-0303,http://www.rezendecorretoradeimoveis.com.br/,Imobiliária Rezende Cabral
"Av. Manoel Ribas, 5774",Imobiliária,(41) 3515-1589,/aclk?sa=l&ai=DChcSEwjRzsLg--3pAhWShJEKHSXwCuQYABABGgJjZQ&sig=AOD64_0lVhHyINerBC21GhhM3c80m1wYyA&adurl&q&ctype=99,Gonzaga Aluguel
"R. Nicarágua, 698",Imobiliária,(41) 3077-2948,http://www.altopadraoimobiliaria.com.br/,Alto Padrão Grupo Imobiliário
"Av. Manoel Ribas, 279",Imobiliária,(41) 3149-9090,/aclk?sa=l&ai=DChcSEwiY6t7h--3pAhXHBJEKHb4LCdkYABAAGgJjZQ&sig=AOD64_0HAyAZ0wAi48yL7pMenMdsfLU-Iw&adurl&q&ctype=99,Imobiliária Sergio Luiz
"R. Alferes Poli, 1641",Imobiliária,(41) 98412-9596,https://www.lcveiga.com.br/contato/,Lc Veiga & Gv Consultoria Imobiliária
"R. Boa Esperança, 45",Imobiliária,(41) 3085-0203,http://imoveisfragoso.com.br/,Fragoso Imóveis
"Av. Winston Churchill, 1630 - 3º Andar",Imobiliária,(41) 3527-3346,http://www.favrettoresidencial.com.br/,Favretto Residencial
Fazenda Rio Grande,Imobiliária,(41) 99815-2845,http://imobillimoveis.com.br/,IMOBILL IMÓVEIS
,Imobiliária,(41) 99535-2463,,Rosa Imóveis - Imobiliária Curitiba
"Alameda Júlia da Costa, 1054",Imobiliária,(41) 3322-8494,http://www.alcacer.com.br/,Alcácer Imóveis
"R. Bento Viana, 428",Imobiliária,(41) 99182-3244,http://www.remaxone.com.br/fale-conosco,RE/MAX One
"R. Bento Viana, 260",Imobiliária,(41) 3022-2400,http://www.firmeimoveis.com.br/,FIRME IMÓVEIS - Imobiliária Curitiba
"Rua Salvador José Correia Coelho, 341",Imobiliária,(41) 99645-9984,http://www.montrealimoveis.com.br/,Imobiliaria Montreal
"R. Prof. João Soares Barcelos, 3227",Imobiliária,(41) 3076-5876,http://www.sci8.com.br/,Schmoeller Imóveis Ltda
"R. Ângelo Massignan, 932",Imobiliária,(41) 3079-7009,http://imobiliariatriunfo.com.br/,Imobiliária Triunfo
"Av. Manoel Ribas, 6354",Imobiliária,(41) 3026-6969,http://www.piave.com.br/,Piave Imóveis
"Rua Guaçuí, 5192",Imobiliária,(41) 3152-6966,http://www.avassalarimoveis.com.br/,AvassaLar Imóveis
"Av. Manoel Ribas, 279",Imobiliária,(41) 3149-9090,/aclk?sa=l&ai=DChcSEwjo77bS--3pAhXJB5EKHewjCtcYABAAGgJjZQ&sig=AOD64_3SnvwUv0nu6Lmm0BEpXVKT2L_eig&adurl&q&ctype=99,Imobiliária Sergio Luiz
"R. Santo Antônio, 179",Imobiliária,(41) 3045-5958,http://www.diamondimoveis.com.br/,Imobiliária Diamond
"R. Tibagi, 576",Imobiliária,(41) 3324-0224,http://www.segmentoimoveis.com.br/,Segmento Imóveis Ltda - Imobiliária
"Rua Visconde de Nácar, 1140",Imobiliária,(41) 3233-0101,http://www.cilar.com.br/,Imobiliária Cilar
"Rua Teffé, 320",Imobiliária,(41) 3015-9091,http://www.hoje.com.br/,Hoje Imóveis
"Av. Brasília, 5912",Imobiliária,(41) 3212-1000,http://www.outrasul.com.br/,Outrasul Imobiliária
"Av. Cândido Hartmann, 1326",Imobiliária,(41) 3018-0887,http://www.jmarinhoimoveis.com.br/,JMarinho Imoveis
"Av. Manoel Ribas, 279",Imobiliária,(41) 3149-9090,/aclk?sa=l&ai=DChcSEwihgfvi--3pAhVMBJEKHdnZDL4YABABGgJjZQ&sig=AOD64_3b5X4gmcrYHsuu7cdYNLb8JmAV6w&adurl&q&ctype=99,Imobiliária Sergio Luiz
"Av. Manoel Ribas, 279",Imobiliária,(41) 3149-9090,/aclk?sa=l&ai=DChcSEwjo77bS--3pAhXJB5EKHewjCtcYABAAGgJjZQ&sig=AOD64_3SnvwUv0nu6Lmm0BEpXVKT2L_eig&adurl&q&ctype=99,Imobiliária Sergio Luiz
"R. Belo Horizonte, 434",Imobiliária,(41) 3342-1088,http://www.tempus.imb.br/,Tempus Assessoria Imobiliária Ltda
"R. Maranhão, 543",Imobiliária,(41) 3333-8911,http://www.eliteimoveiscuritiba.com.br/,Elite Imóveis Curitiba
"R. Inácio Lustosa, 534",Imobiliária,(41) 3079-0820,http://www.kaduimoveis.com.br/,Kadu Imobiliária
"Praça Gen. Osório, 45",Imobiliária,(41) 3224-0605,http://www.moserimoveis.com.br/,Imobiliária Moser
"Rua Padre Germano Mayer, 1811",Imobiliária,(41) 3117-1177,https://www.ctba.com.br/,Imobiliária CTBA
"Av. Cândido de Abreu, 660",Imobiliária,(41) 3016-1100,http://www.greenvilleimoveis.com.br/,"GreenVille, Imobiliária Administradora Incorporadora"
"Av. Manoel Ribas, 279",Imobiliária,(41) 3149-9090,/aclk?sa=l&ai=DChcSEwjj-u_n--3pAhUPC5EKHYmxCF4YABABGgJjZQ&sig=AOD64_1UBk6G9U3ZTBUxaULpDD4YjoWvhQ&adurl&q&ctype=99,Imobiliária Sergio Luiz
"Rua Antônio Escorsin, 1.815",Imobiliária,(41) 3372-0088,http://www.premioimoveis.com.br/,Prêmio Imóveis
"7º distrito policial - R. Prof. João Soares Barcelos, 778 - 4 e 5",Imobiliária,(41) 3276-8888,,IMOBILIARIA LIG IMOVEIS
"Av. do Batel, 1230",Imobiliária,(41) 99205-5152,https://www.concluirimoveis.com.br/imoveis-em-curitiba-imoveisemcuritiba.html,Imóveis de alto padrão em Curitiba
"Praça Zacarias, 80",Imobiliária,(41) 99932-2018,http://www.crsimoveis.com.br/,CRS Imobiliária
"R. Monsenhor Celso, 339",Imobiliária,(41) 3232-0962,,FreeX – Baixe seus filmes e séries favoritas sem complicação!
"R. Francisco Derosso, 1615 - Sala 06",Imobiliária,(41) 3503-8101,http://www.wcastelli.com.br/,WCASTELLI Imóveis
"R. Clara Polsin, 466",Imobiliária,(41) 3149-6193,http://imoveisnovomundo.com.br/,Imóveis Novo Mundo
"Av. Visc. de Guarapuava, 3511",Imobiliária,(41) 3515-1794,http://www.gonzagaimoveis.com.br/?pht=29941570112103545,Gonzaga Imóveis - Vendas
"R. Tijucas do Sul, 1250 - 12",Imobiliária,(41) 99719-0266,,MENDES IMOBILIARIA
"R, Av. Manoel Ribas, 5890 - sobre loja 8",Imobiliária,(41) 3364-7246,http://www.imobiliariasantafelicidade.com.br/,Imobiliária Santa Felicidade
"R. William Booth, 2590",Imobiliária,(41) 3093-4020,http://imobiliariaavante.com.br/,Imobiliária Avante
"Rua Arthur Tambosi, 41",Imobiliária,(41) 3347-3796,,Vitória Régia Imobiliária
"Condomínio Edifício Wall Street Center - Alameda Dr. Carlos de Carvalho, 771",Imobiliária,(41) 3023-1515,https://www.raffeimoveis.com.br/institucional.php,raffe imóveis
"R. Nelsom Ferreira da Luz, 286",Imobiliária,(41) 99861-0562,https://ronaldoimoveiscuritiba.com.br/apartamento-a-venda-no-campo-comprido-3-quartos-50-m%C2%B2/,Ronaldo Imóveis - Curitiba/PR
"R. André João Gasparin, 215 - Loja",Imobiliária,(41) 3010-0202,https://partnerimoveis.com.br/,PARTNER IMÓVEIS
"R. Dr. João de Paula Moura Brito, 696",Imobiliária,(41) 99977-2923,,Vendas Imoveis Curitiba
"R. Waldemar Kost, 1017",Imobiliária,(41) 3371-1200,https://www.apolar.com.br/,Apolar Imóveis Hauer
Av. das Torres nº 2848 esquina com Rua Santo Inácio de Loyola nº 534 sob - loja 03,Imobiliária,(41) 3376-1141,,M2 IMOBILIÁRIA
